"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL"
22547,"2302",1,"Building Plate Red",1982,"Duplo","Pre-school",NA,"Normal",TRUE,1,NA,"https://brickset.com/sets/2302-1",0,0,"{Not specified}","Retail",NA,NA,NA
22548,"2306",2,"Supplementary Bricks",1982,"Duplo","Pre-school",NA,"Normal",TRUE,18,NA,"https://brickset.com/sets/2306-2",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/2306-2.jpg","https://images.brickset.com/sets/images/2306-2.jpg"
860,"2308",1,"Basic Set",1982,"Duplo","Pre-school",NA,"Normal",TRUE,25,NA,"https://brickset.com/sets/2308-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
7144,"2622",1,"Little Plane",1982,"Duplo","Pre-school",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/2622-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
22403,"2635",1,"Fire Engine",1982,"Duplo","Pre-school",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/2635-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
22549,"2641",1,"Barnyard",1982,"Duplo","Pre-school",NA,"Normal",TRUE,21,1,"https://brickset.com/sets/2641-1",0,0,"Box","Retail - limited",NA,NA,NA
22550,"2642",1,"Living Room",1982,"Duplo","Pre-school",NA,"Normal",TRUE,26,4,"https://brickset.com/sets/2642-1",0,0,"Box","Retail",NA,NA,NA
998,"2648",1,"Play-Box Home and Garage",1982,"Duplo","Pre-school",NA,"Normal",TRUE,18,2,"https://brickset.com/sets/2648-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
1716,"3654",1,"Lisa Lamb's House",1982,"Fabuland","Junior",NA,"Normal",TRUE,32,1,"https://brickset.com/sets/3654-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3654-1.jpg","https://images.brickset.com/sets/images/3654-1.jpg"
1727,"3666",1,"Billy Bear and Mortimer Mouse's  Service Station",1982,"Fabuland","Junior",NA,"Normal",TRUE,28,2,"https://brickset.com/sets/3666-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3666-1.jpg","https://images.brickset.com/sets/images/3666-1.jpg"
1728,"3667",1,"Pat and Freddy's Shop",1982,"Fabuland","Junior",NA,"Normal",TRUE,58,2,"https://brickset.com/sets/3667-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3667-1.jpg","https://images.brickset.com/sets/images/3667-1.jpg"
1730,"3669",1,"Fire Station",1982,"Fabuland","Junior",NA,"Normal",TRUE,33,3,"https://brickset.com/sets/3669-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3669-1.jpg","https://images.brickset.com/sets/images/3669-1.jpg"
1733,"3672",1,"The Motel",1982,"Fabuland","Junior",NA,"Normal",TRUE,60,3,"https://brickset.com/sets/3672-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3672-1.jpg","https://images.brickset.com/sets/images/3672-1.jpg"
1738,"3678",1,"Lionel Lion's Lodge",1982,"Fabuland","Junior",NA,"Normal",TRUE,123,4,"https://brickset.com/sets/3678-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3678-1.jpg","https://images.brickset.com/sets/images/3678-1.jpg"
7679,"3694",1,"Figure collection",1982,"Fabuland","Junior",NA,"Normal",TRUE,NA,NA,"https://brickset.com/sets/3694-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3694-1.jpg","https://images.brickset.com/sets/images/3694-1.jpg"
7680,"3695",1,"Figure collection",1982,"Fabuland","Junior",NA,"Normal",TRUE,NA,80,"https://brickset.com/sets/3695-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3695-1.jpg","https://images.brickset.com/sets/images/3695-1.jpg"
1749,"3701",1,"Charlie Cat the fisherman",1982,"Fabuland","Junior",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/3701-1",0,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3701-1.jpg","https://images.brickset.com/sets/images/3701-1.jpg"
1750,"3703",1,"Peter Pig the Cook",1982,"Fabuland","Junior",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/3703-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3703-1.jpg","https://images.brickset.com/sets/images/3703-1.jpg"
1751,"3704",1,"Marjorie Mouse",1982,"Fabuland","Junior",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/3704-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3704-1.jpg","https://images.brickset.com/sets/images/3704-1.jpg"
1752,"3706",1,"Ernie Elephant",1982,"Fabuland","Junior",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/3706-1",0,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3706-1.jpg","https://images.brickset.com/sets/images/3706-1.jpg"
1753,"3707",1,"Clara Cow",1982,"Fabuland","Junior",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/3707-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3707-1.jpg","https://images.brickset.com/sets/images/3707-1.jpg"
1754,"3708",1,"Rufus Rabbit",1982,"Fabuland","Junior",NA,"Normal",TRUE,3,1,"https://brickset.com/sets/3708-1",0,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3708-1.jpg","https://images.brickset.com/sets/images/3708-1.jpg"
1810,"3781",1,"Maximillian Mouse",1982,"Fabuland","Junior",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/3781-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3781-1.jpg","https://images.brickset.com/sets/images/3781-1.jpg"
1811,"3782",1,"Paul Parrot",1982,"Fabuland","Junior",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/3782-1",0,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3782-1.jpg","https://images.brickset.com/sets/images/3782-1.jpg"
1812,"3784",1,"Hugo Hog the Tinker",1982,"Fabuland","Junior",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/3784-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3784-1.jpg","https://images.brickset.com/sets/images/3784-1.jpg"
1813,"3786",1,"Boris Bulldog",1982,"Fabuland","Junior",NA,"Normal",TRUE,8,1,"https://brickset.com/sets/3786-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3786-1.jpg","https://images.brickset.com/sets/images/3786-1.jpg"
1868,"4005",1,"Tug Boat",1982,"Boats","Modern day",NA,"Normal",TRUE,66,1,"https://brickset.com/sets/4005-1",4.1,9,"Box","Retail",NA,"https://images.brickset.com/sets/small/4005-1.jpg","https://images.brickset.com/sets/images/4005-1.jpg"
1876,"4015",1,"Freighter",1982,"Boats","Modern day",NA,"Normal",TRUE,80,2,"https://brickset.com/sets/4015-1",4.1,7,"Box","Retail",NA,"https://images.brickset.com/sets/small/4015-1.jpg","https://images.brickset.com/sets/images/4015-1.jpg"
1886,"4025",1,"Fire Boat",1982,"Boats","Modern day",NA,"Normal",TRUE,150,3,"https://brickset.com/sets/4025-1",4,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/4025-1.jpg","https://images.brickset.com/sets/images/4025-1.jpg"
9816,"5235",2,"Schoolroom",1982,"Homemaker","Vintage",NA,"Normal",TRUE,231,NA,"https://brickset.com/sets/5235-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/5235-2.jpg","https://images.brickset.com/sets/images/5235-2.jpg"
3150,"6302",1,"Mini-Figure Set",1982,"Town","Modern day","Accessories","Normal",TRUE,25,6,"https://brickset.com/sets/6302-1",4.3,3,"Box","Retail",5,"https://images.brickset.com/sets/small/6302-1.jpg","https://images.brickset.com/sets/images/6302-1.jpg"
3155,"6308",1,"Policemen",1982,"Town","Modern day","Accessories","Normal",TRUE,20,4,"https://brickset.com/sets/6308-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/6308-1.jpg","https://images.brickset.com/sets/images/6308-1.jpg"
3214,"6362",1,"Post Office",1982,"Town","Modern day","Postal","Normal",TRUE,133,1,"https://brickset.com/sets/6362-1",4.2,11,"Box","Retail",NA,"https://images.brickset.com/sets/small/6362-1.jpg","https://images.brickset.com/sets/images/6362-1.jpg"
3225,"6372",1,"Town House",1982,"Town","Modern day","Leisure","Normal",TRUE,217,2,"https://brickset.com/sets/6372-1",4.2,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6372-1.jpg","https://images.brickset.com/sets/images/6372-1.jpg"
3464,"6607",1,"Service Truck",1982,"Town","Modern day","Maintenance","Normal",TRUE,20,1,"https://brickset.com/sets/6607-1",3.4,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6607-1.jpg","https://images.brickset.com/sets/images/6607-1.jpg"
3465,"6608",1,"Tractor",1982,"Town","Modern day","Maintenance","Normal",TRUE,21,1,"https://brickset.com/sets/6608-1",3.4,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/6608-1.jpg","https://images.brickset.com/sets/images/6608-1.jpg"
3505,"6651",1,"Mail Truck",1982,"Town","Modern day","Postal","Normal",TRUE,47,1,"https://brickset.com/sets/6651-1",3.9,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6651-1.jpg","https://images.brickset.com/sets/images/6651-1.jpg"
3507,"6653",1,"Highway Maintenance Truck",1982,"Town","Modern day","Maintenance","Normal",TRUE,56,1,"https://brickset.com/sets/6653-1",3.6,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6653-1.jpg","https://images.brickset.com/sets/images/6653-1.jpg"
3540,"6685",1,"Fire Copter 1",1982,"Town","Modern day","Fire","Normal",TRUE,99,1,"https://brickset.com/sets/6685-1",4,7,"Box","Retail",NA,"https://images.brickset.com/sets/small/6685-1.jpg","https://images.brickset.com/sets/images/6685-1.jpg"
3678,"6880",1,"Surface Explorer",1982,"Space","Action/Adventure","Classic","Normal",TRUE,82,1,"https://brickset.com/sets/6880-1",4,3,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6880-1.jpg","https://images.brickset.com/sets/images/6880-1.jpg"
3687,"6890",1,"Cosmic Cruiser",1982,"Space","Action/Adventure","Classic","Normal",TRUE,115,1,"https://brickset.com/sets/6890-1",4.4,4,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6890-1.jpg","https://images.brickset.com/sets/images/6890-1.jpg"
3725,"6950",1,"Mobile Rocket Transport",1982,"Space","Action/Adventure","Classic","Normal",TRUE,202,2,"https://brickset.com/sets/6950-1",4.5,7,"{Not specified}","{Not specified}",6,"https://images.brickset.com/sets/small/6950-1.jpg","https://images.brickset.com/sets/images/6950-1.jpg"
4102,"8030",1,"Universal Set",1982,"Technic","Technical","Universal","Normal",TRUE,141,NA,"https://brickset.com/sets/8030-1",4,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/8030-1.jpg","https://images.brickset.com/sets/images/8030-1.jpg"
4111,"8050",1,"Universal Motor Set",1982,"Technic","Technical","Universal","Normal",TRUE,141,NA,"https://brickset.com/sets/8050-1",3.7,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/8050-1.jpg","https://images.brickset.com/sets/images/8050-1.jpg"
4122,"8090",1,"Universal Set",1982,"Technic","Technical","Universal","Normal",TRUE,266,NA,"https://brickset.com/sets/8090-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/8090-1.jpg","https://images.brickset.com/sets/images/8090-1.jpg"
4432,"8700",1,"Power Pack",1982,"Technic","Technical","Supplementary","Normal",TRUE,26,NA,"https://brickset.com/sets/8700-1",4,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/8700-1.jpg","https://images.brickset.com/sets/images/8700-1.jpg"
4488,"8846",1,"Tow Truck",1982,"Technic","Technical",NA,"Normal",TRUE,379,NA,"https://brickset.com/sets/8846-1",4,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/8846-1.jpg","https://images.brickset.com/sets/images/8846-1.jpg"
26383,"50YOP",1,"50 Years of Play",1982,"Books","Miscellaneous","LEGO","Book",TRUE,NA,NA,"https://brickset.com/sets/50YOP-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/50YOP-1.jpg","https://images.brickset.com/sets/images/50YOP-1.jpg"
