"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","DE_retailPrice","DE_dateFirstAvailable","DE_dateLastAvailable","height","width","depth","weight"
23030,"9664",1,"Nature's Fury Challenge Kit",2013,"Education","Educational","FIRST LEGO League Challenge","Normal",TRUE,2031,3,"https://brickset.com/sets/9664-1",0,0,"Box","Educational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10248,"10232",1,"Palace Cinema",2013,"Creator Expert","Model making","Modular Buildings Collection","Normal",TRUE,2196,6,"https://brickset.com/sets/10232-1",4.2,11,"Box","LEGO exclusive",16,"https://images.brickset.com/sets/small/10232-1.jpg","https://images.brickset.com/sets/images/10232-1.jpg",149.99,"2013-03-01T00:00:00Z","2017-11-24T00:00:00Z",129.99,"2013-03-01T00:00:00Z","2018-01-10T00:00:00Z",199.99,"2013-03-01T00:00:00Z","2017-11-24T00:00:00Z",139.99,"2015-01-14T00:00:00Z","2018-01-11T00:00:00Z",48,58.2,9.1,NA
10032,"10233",1,"Horizon Express",2013,"Creator Expert","Model making","Trains","Normal",TRUE,1351,6,"https://brickset.com/sets/10233-1",4.4,6,"Box","LEGO exclusive",14,"https://images.brickset.com/sets/small/10233-1.jpg","https://images.brickset.com/sets/images/10233-1.jpg",129.99,"2012-12-28T00:00:00Z","2014-12-15T00:00:00Z",79.99,"2013-01-03T00:00:00Z","2014-11-21T00:00:00Z",169.99,"2012-12-27T00:00:00Z","2014-12-15T00:00:00Z",NA,NA,NA,27.8,53.5,8.6,1.82
22809,"10234",1,"Sydney Opera House",2013,"Creator Expert","Model making","Landmarks","Normal",TRUE,2989,NA,"https://brickset.com/sets/10234-1",4.2,4,"Box","LEGO exclusive",16,"https://images.brickset.com/sets/small/10234-1.jpg","https://images.brickset.com/sets/images/10234-1.jpg",319.99,"2013-09-01T00:00:00Z","2016-11-21T00:00:00Z",249.99,"2013-09-01T00:00:00Z","2016-12-22T00:00:00Z",379.99,"2013-09-01T00:00:00Z","2016-11-21T00:00:00Z",279.99,"2015-01-14T00:00:00Z","2016-11-28T00:00:00Z",48,58.2,17,5.54
22808,"10235",1,"Winter Village Market",2013,"Creator Expert","Model making","Winter Village Collection","Normal",TRUE,1261,9,"https://brickset.com/sets/10235-1",4.1,7,"Box","LEGO exclusive",12,"https://images.brickset.com/sets/small/10235-1.jpg","https://images.brickset.com/sets/images/10235-1.jpg",99.99,"2013-10-01T00:00:00Z","2014-12-08T00:00:00Z",79.99,"2013-10-02T00:00:00Z","2015-01-13T00:00:00Z",129.99,"2013-10-01T00:00:00Z","2014-12-08T00:00:00Z",NA,NA,NA,37.1,47.5,6.5,NA
22807,"10236",1,"Ewok Village",2013,"Star Wars","Licensed","Ultimate Collector Series","Normal",TRUE,1990,17,"https://brickset.com/sets/10236-1",4.5,5,"Box","LEGO exclusive",12,"https://images.brickset.com/sets/small/10236-1.jpg","https://images.brickset.com/sets/images/10236-1.jpg",249.99,"2013-09-01T00:00:00Z","2016-11-29T00:00:00Z",199.99,"2013-09-01T00:00:00Z","2017-02-23T00:00:00Z",299.99,"2013-09-01T00:00:00Z","2016-11-28T00:00:00Z",249.99,"2015-01-14T00:00:00Z","2017-02-24T00:00:00Z",48.006,58.1914,9.0932,3.15
22758,"10237",1,"Tower of Orthanc",2013,"The Lord of the Rings","Licensed","The Two Towers","Normal",TRUE,2359,5,"https://brickset.com/sets/10237-1",4.7,8,"Box","LEGO exclusive",NA,"https://images.brickset.com/sets/small/10237-1.jpg","https://images.brickset.com/sets/images/10237-1.jpg",199.99,"2013-07-01T00:00:00Z","2015-10-15T00:00:00Z",169.99,"2013-07-01T00:00:00Z","2015-08-01T00:00:00Z",249.99,"2013-07-01T00:00:00Z","2015-10-15T00:00:00Z",199.99,"2015-01-14T00:00:00Z","2015-08-04T00:00:00Z",58.1914,48.006,9.0932,3.18
22578,"10240",1,"Red Five X-wing Starfighter",2013,"Star Wars","Licensed","Ultimate Collector Series","Normal",TRUE,1559,1,"https://brickset.com/sets/10240-1",4.4,6,"Box","LEGO exclusive",16,"https://images.brickset.com/sets/small/10240-1.jpg","https://images.brickset.com/sets/images/10240-1.jpg",199.99,"2013-05-05T00:00:00Z","2015-10-15T00:00:00Z",169.99,"2013-05-03T00:00:00Z","2015-12-25T00:00:00Z",249.99,"2013-05-04T00:00:00Z","2015-10-15T00:00:00Z",199.99,"2015-01-14T00:00:00Z","2015-12-26T00:00:00Z",37.7952,58.1914,8.7122,2.32
10245,"10250",1,"Year of the Snake",2013,"Seasonal","Miscellaneous","Chinese Traditional Festival","Normal",TRUE,243,NA,"https://brickset.com/sets/10250-1",0,0,"{Not specified}","{Not specified}",7,"https://images.brickset.com/sets/small/10250-1.jpg","https://images.brickset.com/sets/images/10250-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,38.2,7.1,NA
9921,"10500",1,"Horse Stable",2013,"Duplo","Pre-school",NA,"Normal",TRUE,44,2,"https://brickset.com/sets/10500-1",0,0,"Box","Retail",2,"https://images.brickset.com/sets/small/10500-1.jpg","https://images.brickset.com/sets/images/10500-1.jpg",29.99,"2014-08-02T00:00:00Z","2015-08-26T00:00:00Z",24.99,"2013-08-01T00:00:00Z","2014-10-07T00:00:00Z",34.99,"2014-08-02T00:00:00Z","2015-08-26T00:00:00Z",29.99,"2015-01-14T00:00:00Z","2015-07-17T00:00:00Z",26.1874,38.2016,9.398,0.78
9922,"10501",1,"Zoo Friends",2013,"Duplo","Pre-school","Zoo","Normal",TRUE,5,NA,"https://brickset.com/sets/10501-1",0,0,"Box","Retail",1,"https://images.brickset.com/sets/small/10501-1.jpg","https://images.brickset.com/sets/images/10501-1.jpg",4.99,"2012-12-28T00:00:00Z","2013-12-22T00:00:00Z",3.99,"2013-08-01T00:00:00Z","2013-12-07T00:00:00Z",5.99,"2012-12-27T00:00:00Z","2013-12-22T00:00:00Z",NA,NA,NA,NA,NA,NA,NA
9923,"10502",1,"Zoo Bus",2013,"Duplo","Pre-school","Zoo","Normal",TRUE,19,2,"https://brickset.com/sets/10502-1",0,0,"Box","Retail",2,"https://images.brickset.com/sets/small/10502-1.jpg","https://images.brickset.com/sets/images/10502-1.jpg",29.99,"2012-12-28T00:00:00Z","2013-12-04T00:00:00Z",24.99,"2013-08-01T00:00:00Z","2013-12-15T00:00:00Z",39.99,"2012-12-27T00:00:00Z","2013-12-05T00:00:00Z",NA,NA,NA,NA,NA,NA,0.62
9924,"10503",1,"Circus Show",2013,"Duplo","Pre-school","Circus","Normal",TRUE,25,1,"https://brickset.com/sets/10503-1",0,0,"Box","Retail",2,"https://images.brickset.com/sets/small/10503-1.jpg","https://images.brickset.com/sets/images/10503-1.jpg",14.99,"2012-12-28T00:00:00Z","2014-05-06T00:00:00Z",14.99,"2013-08-01T00:00:00Z","2013-12-16T00:00:00Z",17.99,"2012-12-27T00:00:00Z","2014-05-06T00:00:00Z",NA,NA,NA,NA,NA,NA,NA
9925,"10504",1,"My First Circus",2013,"Duplo","Pre-school","Circus","Normal",TRUE,62,3,"https://brickset.com/sets/10504-1",0,0,"Box","Retail",2,"https://images.brickset.com/sets/small/10504-1.jpg","https://images.brickset.com/sets/images/10504-1.jpg",34.99,"2012-12-28T00:00:00Z","2015-01-16T00:00:00Z",34.99,"2013-08-01T00:00:00Z","2015-01-13T00:00:00Z",39.99,"2012-12-27T00:00:00Z","2015-01-16T00:00:00Z",NA,NA,NA,28.2,48,7.4,0.95
9926,"10505",1,"Play House",2013,"Duplo","Pre-school",NA,"Normal",TRUE,83,3,"https://brickset.com/sets/10505-1",0,0,"Box","Retail",2,"https://images.brickset.com/sets/small/10505-1.jpg","https://images.brickset.com/sets/images/10505-1.jpg",59.99,"2014-08-02T00:00:00Z","2016-11-21T00:00:00Z",49.99,"2013-08-01T00:00:00Z","2014-10-04T00:00:00Z",69.99,"2014-08-02T00:00:00Z","2016-11-21T00:00:00Z",59.99,"2015-01-14T00:00:00Z","2016-12-11T00:00:00Z",37.7952,48.006,11.2014,1.87
10282,"10506",1,"Train Accessory Set",2013,"Duplo","Pre-school","Trains","Normal",TRUE,24,NA,"https://brickset.com/sets/10506-1",3.8,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/10506-1.jpg","https://images.brickset.com/sets/images/10506-1.jpg",19.99,"2013-05-29T00:00:00Z","2017-12-22T00:00:00Z",15.99,"2013-06-01T00:00:00Z","2018-01-03T00:00:00Z",24.99,"2013-05-28T00:00:00Z","2017-12-22T00:00:00Z",19.99,"2015-01-14T00:00:00Z","2018-01-03T00:00:00Z",26.1874,28.194,9.5504,0.66
