"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL"
3790,"710",3,"Basic Building Set, 7+",1983,"Basic","Basic",NA,"Normal",TRUE,364,2,"https://brickset.com/sets/710-3",0,0,"Box","{Not specified}",NA,"https://images.brickset.com/sets/small/710-3.jpg","https://images.brickset.com/sets/images/710-3.jpg"
22555,"757",1,"Storage Tray Red",1983,"Gear","Miscellaneous","Storage","Gear",TRUE,NA,NA,"https://brickset.com/sets/757-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/757-1.jpg","https://images.brickset.com/sets/images/757-1.jpg"
22556,"758",1,"Storage Tray Blue",1983,"Gear","Miscellaneous","Storage","Gear",TRUE,NA,NA,"https://brickset.com/sets/758-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/758-1.jpg","https://images.brickset.com/sets/images/758-1.jpg"
7831,"1031",1,"Building Cards - 1030",1983,"Dacta","Educational",NA,"Normal",TRUE,20,NA,"https://brickset.com/sets/1031-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1031-1.jpg","https://images.brickset.com/sets/images/1031-1.jpg"
7850,"1055",1,"Mini Basic Pack",1983,"Dacta","Educational",NA,"Normal",TRUE,NA,NA,"https://brickset.com/sets/1055-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
22612,"1126",1,"Jack",1983,"Service Packs","Miscellaneous",NA,"Normal",TRUE,2,NA,"https://brickset.com/sets/1126-1",0,0,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1126-1.jpg","https://images.brickset.com/sets/images/1126-1.jpg"
22613,"1161",1,"Pump cylinder",1983,"Service Packs","Miscellaneous","Technic","Normal",TRUE,1,NA,"https://brickset.com/sets/1161-1",0,0,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1161-1.jpg","https://images.brickset.com/sets/images/1161-1.jpg"
440,"1593",1,"Super Model Building Instructions",1983,"Space","Action/Adventure","Classic","Normal",TRUE,313,2,"https://brickset.com/sets/1593-1",3.2,5,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1593-1.jpg","https://images.brickset.com/sets/images/1593-1.jpg"
22551,"1907",1,"Crecer Feliz Giftbox",1983,"Duplo","Pre-school",NA,"Normal",TRUE,2,NA,"https://brickset.com/sets/1907-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
22552,"1911",1,"Basic Set",1983,"Basic","Basic",NA,"Normal",TRUE,34,NA,"https://brickset.com/sets/1911-1",0,0,"Box","Retail - limited",NA,NA,NA
